link_id;link;article_title;article_author;post_date;article_excerpt;categories;site_manual;link_type;img_type;img_url;author_image;author_url;create_date;format;type;level;style;theme;topic;area;technology;other;misc;concatenate;tag_count
L01957;https://tinytools.directory/;✨ Open source, experimental, and tiny tools roundup;Everest Pipkin;Undated;This is a list of small, free, or experimental tools that might be useful in building your game / website / interactive project. Although I’ve included ‘standards’, this list has a focus on artful tools and toys that are as fun to use as they are functional. The goal of this list is to enable making entirely outside of closed production ecosystems or walled software gardens. ;"tool;open-source";https://tinytools.directory;website;rep;/img/images/geometric-pattern-10.jpg;NA;NA;No;site;list;;;;tool#design;development;open-source;;technology;"site;list;tool;design;technology;development;open-source";5
L01958;https://www.creativebloq.com/news/googles-new-3d-tool;Google's new 3D tool is fun, creative and surprisingly useful;Georgia Coggan;2021-04-14;Hurrah! Yup, Google's latest offering is a tool which simplifies the animation process – making the artform more accessible for anyone wanting to have a go. Surprisingly, though, it's also a super-useful tool for professionals. Disbelieving? Bear with us and we'll explain.;"3d;animation;tool";https://www.creativebloq.com;website;jpg;https://cdn.mos.cms.futurecdn.net/TX9vPTYiJ6nZtbg2TRBCHC-320-80.jpg;NA;NA;No;post;;;;;tool;3d#animation;;;;"post;tool;3d;animation";3
L01959;https://clauswilke.com/dataviz/;Fundamentals of Data Visualization;Claus O. Wilke;2018;The book attempts to cover the key principles, methods, and concepts required to visualize data for publications, reports, or presentations. Because data visualization is a vast field, and in its broadest definition could include topics as varied as schematic technical drawings, 3D animations, and user interfaces, I necessarily had to limit my scope for this book. I am specifically covering the case of static visualizations presented in print, online, or as slides.;"book;free;data-viz;rstats;ggplot;guide";https://clauswilke.com;website;png;/img/article_images/img-L01959.png;NA;NA;No;book;guide;;;data-viz;;;rstats#ggplot;free;technology;"book;guide;data-viz;technology;rstats;ggplot;free";5
L01960;https://news.mit.edu/2021/mit-launches-data-privacy-focused-initiative-fod-0420;MIT launches new data privacy-focused initiative; Adam Conner-Simons;2021-04-20;Future of Data, Trust, and Privacy initiative aims to address AI-driven analytics and changing attitudes about personal data.;"post;ai;ml;privacy;peril";https://news.mit.edu;website;png;/img/logos/mit-logo.png;NA;NA;No;post;;;peril;;privacy;ai#ml;;;;"post;peril;privacy;ai;ml";4
L01961;https://anchor.fm/ddjpodcast;The Data Journalism Podcast;Alberto Cairo & Simon Rogers;2021-2023;Hosts Alberto Cairo and Simon Rogers will explore the latest in data journalism. You will meet the world’s top data journalists - and you will find out how they do what they do.;"data-literacy;podcast";https://anchor.fm;website;jpg;https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_nologo400/11923737/11923737-1619121180274-0a18e07c8e421.jpg;NA;NA;No;podcast;;;;data-literacy;;;;;;"podcast;data-literacy";2
L01963;https://r-charts.com/;R CHARTS;José Carlos Soage González ;2023;Welcome to R CHARTS! On this site you will find code examples of R graphs made with base R graphics, ggplot2 and other packages. Feel free to contribute suggesting new visualizations or fixing any bug via GitHub.;"chart;rstats;example;technique";https://r-charts.com;website;rep;/img/images/geometric-pattern-10.jpg;NA;NA;No;site;;example;;;technique;chart;rstats;;technology;"site;example;technique;technology;chart;rstats";5
L01964;https://www.r-bloggers.com/2021/04/designing-data-driven-decision-making-kaggle-coleridge/;"Designing data driven decision making; Kaggle ColeRidge";Onno;2021-04-25; What is the key to making better decisions? Use the most up to date scientific research and data. Data Science can help here to make this process more efficient. Specifically we can use Natural Language Processing (NLP) techniques to predict what papers use a dataset. This is the essence of the Kaggle challenge. If it succeeds, it can facilitate government decision making transparency.;"data-driven-decision;method;tutorial;pitfall;introduction";https://www.r-bloggers.com;website;png;/img/logos/rblogger-logo.png;NA;NA;No;;tutorial;introduction;;pitfall;method;data-driven-decision;;;;"tutorial;introduction;pitfall;method;data-driven-decision";5
L01970;https://anchor.fm/datacated/episodes/Results-driven-data-literacy-with-QuantHub-e100aqv;Results-driven data literacy with QuantHub - Podcast;Kate Strachnyi;2021-04-30;The DATAcated On Air podcast is focused on providing the audience with interesting content for the data community. Episodes will include interviews with experts in the space, as well as presentations on various data science, analytics, machine learning and artificial intelligence topics. ;"data-literacy;podcast";https://anchor.fm;website;jpg;https://d3t3ozftmdmh3i.cloudfront.net/production/podcast_uploaded_episode400/13248438/13248438-1615316045324-e21a0cd808d9f.jpg;NA;NA;No;podcast;;;;data-literacy;;;;;;"podcast;data-literacy";2
L01972;https://www.thisiscolossal.com/2020/08/gladys-orteza-stock-landscapes/;Visual design innovator Gladys Orteza turns stock market charts into stunning data landscapes.;Katherine Guimapang;2020-08-20;A visual insights designer at Nike by day, Gladys Orteza spends her off-hours transforming otherwise dull stock market charts into brilliant landscapes. The dips and rises of companies like Ford, Tesla, Apple, and Disney become rocky gorges and distant city skylines;"data-viz;inspiration;art";https://dataidedesign.com;website;jpg;https://www.thisiscolossal.com/wp-content/uploads/2020/08/orteza-4.jpg;NA;NA;No;;visual;;;data-viz#inspiration;;;;art;;"visual;data-viz;inspiration;art";3
L01974;https://georgefrancis.dev/writing/a-generative-svg-starter-kit/;A Generative SVG Starter Kit;George Francis;2021-03-11;SVG is a fantastic medium for generative art. It can scale to any resolution, is a joy to debug, and has a multitude of incredible filters/effects built-in. This post aims to provide you with all the tools you need to start creating your own generative art.;"generative;data-viz";https://georgefrancis.dev;website;rep;/img/images/geometric-pattern-10.jpg;NA;NA;No;post;visual;;;data-viz;;development;generative#svg;;technology;"post;visual;data-viz;technology;development;generative;svg";5
L01975;https://dataliteracy.com/how-to-make-a-beeswarm-plot-in-rawgraphs/;How to Make a Beeswarm Plot in RAWGraphs and Then Edit in PowerPoint;Alli Torban;2021-05-25;Do you want to create more complex chart types, but you feel like you don’t have the skills or the time to learn a new tool? I’m here to help! Let me show you how to make a beeswarm plot using RawGraphs and PowerPoint.;"chart;technique;method";https://dataliteracy.com;website;jpg;https://dataliteracy.com/wp-content/uploads/2022/06/Dead-end-data-set-header-image-500x383.jpg;NA;NA;No;post;how-to;;;;technique#method;chart;;;;"post;how-to;technique;method;chart";4
L01977;https://d3gt.com/;D3 Graph Theory;Avinash Pandey;2020-10-29;D3 Graph Theory is a project aimed at anyone who wants to learn graph theory. It provides quick and interactive introduction to the subject. The visuals used in the project makes it an effective learning tool.;"d3js;graph;fundamentals";https://d3gt.com;website;rep;non;NA;NA;No;site#interactive;;fundamentals;;;;graph;d3js;;technology;"site;interactive;fundamentals;technology;graph;d3js";4
L01986;https://aws.amazon.com/blogs/machine-learning/deeplearning-ai-coursera-and-aws-launch-the-new-practical-data-science-specialization-with-amazon-sagemaker/;DeepLearning.AI, Coursera, and AWS launch the new Practical Data Science Specialization with Amazon SageMaker; Antje Barth, Chris Fregly et al.;2021-06-02;Amazon Web Services (AWS), Coursera, and DeepLearning.AI are excited to announce Practical Data Science, a three-course, 10-week, hands-on specialization designed for data professionals to quickly learn the essentials of machine learning (ML) in the AWS Cloud.;"course;tutorial;certification;ml";https://aws.amazon.com;website;jpg;https://d2908q01vomqb2.cloudfront.net/f1f836cb4ea6efb2a0b1b99f41ad8b103eff4b59/2021/06/01/Chris-Fregly.jpg;NA;NA;No;course;tutorial#certification;;;;;ml;;;;"course;tutorial;certification;ml";3
L01987;https://casualr.netlify.app/posts/knowledge_distillation_post/;Knowledge distillation with R and tensorflow;Etienne Rolland;2021-06-02;As presented in this discussion thread on kaggle, knowledge distillation is defined as simply trains another individual model to match the output of an ensemble. Source. It is in fact slightly more complicated : the second neural net (student) will made predictions on the images, but then, the losses will be a function of its own loss as well as a loss based on the difference between his prediction and the one of its teacher or the ensemble.;"rstats;tutorial;ml;method;knowledge-management";https://casualr.netlify.app;website;png;/img/logos/rblogger-logo.png;NA;NA;No;;tutorial;;;;method#knowledge-management;ml;rstats;;technology;"tutorial;method;knowledge-management;technology;ml;rstats";4
L01989;https://gabors-data-analysis.com/;Data Analysis for Business, Economics, and Policy;Gábor Békés, Gábor Kézdi;2022;This textbook provides future data analysts with the tools, methods, and skills needed to answer data-focused, real life questions, to choose and apply appropriate methods to answer those questions, and to visualize and interpret results to support better decisions in business, economics, and public policy. ;"book;data-analysis";https://gabors-data-analysis.com;website;jpg;https://gabors-data-analysis.com/images/merced.jpg;NA;NA;No;book;;;;data-analysis;;;;;;"book;data-analysis";2
L01990;https://www.statnews.com/2021/06/02/machine-learning-ai-methodology-research-flaws/;Machine learning is booming in medicine. It’s also facing a credibility crisis;Casey Ross;2021-06-02;The mad dash accelerated as quickly as the pandemic. Researchers sprinted to see whether artificial intelligence could unravel Covid-19’s many secrets — and for good reason. There was a shortage of tests and treatments for a skyrocketing number of patients. Maybe AI could detect the illness earlier on lung images, and predict which patients were most likely to become severely ill.;"ml;cautionary-tale;paid";https://www.statnews.com;website;jpg;https://www.statnews.com/wp-content/uploads/2021/05/AI_gaps_f3_2000x1125-645x645.jpg;NA;NA;No;post;;;cautionary-tale;;;ml;;paid;;"post;cautionary-tale;ml;paid";4
L01991;https://www.gislounge.com/open-geospatial-standards/;Open Geospatial Standards;Mark Altaweel;2021-04-19;The Open geospatial Consortium (OGC) has been around since 1994, where the organization effectively encourages and assists with the development of open geospatial standards that are widely used by the geospatial community. This MapScaping podcast discussess where OGC has been and where it is going is discussed, along with the hurdles and need for geospatial standards.;"geospatial;standard";https://www.gislounge.com;website;rep;non;NA;NA;No;post;;overview;;;standard;geospatial;;;;"post;overview;standard;geospatial";4
L01993;https://medium.datadriveninvestor.com/90-free-ml-web-development-data-computer-science-books-for-all-part-1-a83ed888cef5;90+ Free ML, Web Development, Data, Computer Science Books for All — Part 1;Naina Chaturvedi;2021-04-25;Because education should be free…( download today!!);"ml;data-science;book";https://medium.datadriveninvestor.com;website;jpg;https://miro.medium.com/max/1200/0*OHCERvFUhvfNLW7d.jpg;NA;NA;No;book;;;;data-science;;ml;;;;"book;data-science;ml";3
L01994;https://mitsloan.mit.edu/ideas-made-to-matter/decisions-not-data-should-drive-analytics-programs;Decisions, not data, should drive analytics programs;Beth Stackpole;2021-06-29;Data-driven decision-making can fail to meet expectations. Decision-driven data analytics may fare better.;"data-driven-enterprise;data-driven-decision;advice;punditry";https://mitsloan.mit.edu;website;rep;non;NA;NA;No;;advice;;punditry;data-driven-enterprise;;data-driven-decision;;;;"advice;punditry;data-driven-enterprise;data-driven-decision";4
L01995;https://nightingaledvs.com/perceptual-uniformity-with-hcl-wizard/;Perceptual Uniformity with HCL Wizard;Theresa-Marie Rhyne;2021-07-06;In this writing, I discuss how to build a Color Scheme for your data visualization with the freely accessible web app called HCL Wizard. HCL Wizard is a perceptually uniform color selection tool based on the Hue Chroma Luminance (HCL) color model that I discussed in a previous writing on “Color in a Perceptual Uniform Way”. Here,;"colour;guide;data-viz;tool";https://nightingaledvs.com;website;png;https://i0.wp.com/nightingaledvs.com/wp-content/uploads/2022/06/nightingale_coververt.jpg?fit=1455%2C1820&ssl=1;NA;NA;No;;guide;;;data-viz;tool;colour;;;;"guide;data-viz;tool;colour";4
L01997;https://coderzcolumn.com/tutorials/data-science/how-to-convert-static-pandas-plot-matplotlib-to-interactive-hvplot;hvplot - Interactive Charts from Pandas DataFrame with One Line Of Code;Sunny Solanki ;2020-04-07;"As a part of this tutorial, we have explained how to create interactive charts from pandas dataframe using Python library ""hvplot"". Tutorial covers many different chart types like scatter charts, bar charts, line charts, histograms, etc. Tutorial also covers how to modify chart properties (axes labels, title, etc) to improve look and feel of it.";"python;tutorial;data-viz;interactive";https://coderzcolumn.com;website;png;https://storage.googleapis.com/coderzcolumn/static/tutorials/data_science/pandas-hvplot-10.jpg;NA;NA;No;interactive;tutorial;;;data-viz;;;python;;technology;"interactive;tutorial;data-viz;technology;python";4
L01998;https://www.openculture.com/2021/08/take-an-intellectual-odyssey-with-a-free-mit-course-on-douglas-hofstadters-pulitzer-prize-winning-book-godel-escher-bach-an-eternal-golden-braid.html;Take an Intellectual Odyssey with a Free MIT Course on Douglas Hofstadter’s Pulitzer Prize-Winning Book Gödel, Escher, Bach: An Eternal Golden Braid;Josh Jones;2021-08-02;In 1979, mathematician Kurt Gödel, artist M.C. Escher, and composer J.S. Bach walked into a book title, and you may well know the rest. Douglas R. Hofstadter won a Pulitzer Prize for Gödel, Escher, Bach: an Eternal Golden Braid, his first book, thenceforth (and henceforth) known as GEB.;"course;art";https://www.openculture.com;website;rep;non;NA;NA;No;course;;;;;;;;art;;"course;art";2
L02001;https://www.snowflake.com/blog/data-visualization/;How to foster an environment where data visualization can thrive.;Thought Leadership;2021-06-18;Data is growing like mad. Internet traffic alone will reach 400 exabytes per month by 2022.1 Trends such as edge computing and the Internet of Things mean both creation of and demand for data are only accelerating.;"data-viz;pr;advice";https://www.snowflake.com;website;jpg;https://www.snowflake.com/wp-content/uploads/2020/08/2020-asset-scale-tree-trunks.jpg;NA;NA;No;;pr#advice;;;data-viz;;;;;;"pr;advice;data-viz";2
L02007;https://community.rstudio.com/t/how-to-label-lines-obtained-using-split-with-ggrepel/113066;How to label lines obtained using split with ggrepel;sbac;2021-08-18;I am trying to label 4 lines grouped by the value of variable cc . To label the lines I use ggrepel but I get all the 4 labels instead of 2 for each graph. How to correct this error?;"rstats;tutorial;method;ggplot;chart";https://community.rstudio.com;website;rep;https://community.rstudio.com/uploads/default/original/3X/5/d/5dc960154a129282ba4283771da2fab6fde146fb.png;NA;NA;No;;tutorial;;;;method;chart;rstats#ggplot;;technology;"tutorial;method;technology;chart;rstats;ggplot";4
L02008;https://opentopography.org/blog/creating-2d-and-3d-visualizations-rayshader;Creating 2D and 3D Visualizations with Rayshader;Nat Quinn;2021-08-17;Recently, OpenTopography has seen considerable growth in users leveraging our data combined with tools such as rayshader, an open source package for producing 2D and 3D data visualizations in the R software environment, to create beautiful visualizations of landscapes. We didn't want to miss out on the fun, so we created a Jupyter Notebook (also available in RStudio format) for OpenTopography users to explore and learn about rayshader.;"geospatial;tutorial;rstats";https://opentopography.org;website;png;https://object.cloud.sdsc.edu/v1/AUTH_opentopography/www/images/RayShader/crested_butte2.png;NA;NA;No;;tutorial;;;;;geospatial;rstats;;technology;"tutorial;technology;geospatial;rstats";3
L02009;https://robinhawkes.com/blog/qgis-monochrome-hachures/;How to create a tasty monochrome hachure map in QGIS;Robin Hawkes;2021-08-15;Detailed tutorial on creating a relief map in the hachure style using the latest features in QGIS. How to create a tasty monochrome hachure map in QGIS.;"geospatial;tutorial";https://robinhawkes.com;website;jpg;https://media.robinhawkes.com/upload/t_ghost_default/v1629058613/robinhawkes.com/blog/qgis-hachures/q4nhitejbirg3hzpu7ww.jpg;NA;NA;No;;tutorial;;;;;geospatial;;;;"tutorial;geospatial";2
L02011;https://mitsloan.mit.edu/ideas-made-to-matter/ai-road-not-taken;The AI road not taken;Daron Acemoglu;2021-08-31;Advances in artificial intelligence are leading to job loss and increased surveillance. It’s not too late to change course.;"cautionary-tale;ai";https://mitsloan.mit.edu;website;png;/img/article_images/img-l02011.png;NA;NA;No;article;perspective#general;;cautionary-tale;;;ai;;;;"article;perspective;general;cautionary-tale;ai";4
L02012;https://lareviewofbooks.org/article/ai-critique-2-0/;A.I. Critique 2.0;Leif Weatherby;2021-09-01;PATTERN AND PREDICTION might be taken as the keywords of the young 21st century. Finding patterns automatically, in the “ocean” of data we hear so much about today, falls increasingly to avant-garde algorithms called “neural nets,” which “learn” patterns in consumer data, traffic data, image data.;"cautionary-tale;ai";https://lareviewofbooks.org;website;rep;https://larb-main-img-cdn.azureedge.net/unsafe/1280x0/filters:format(jpeg)/https%3A%2F%2Fdev.lareviewofbooks.org%2Fwp-content%2Fuploads%2F2021%2F07%2Fnew-laws.jpg;NA;NA;No;;review#perspective#general;;cautionary-tale;;;ai;;;;"review;perspective;general;cautionary-tale;ai";3
L02013;https://pandas.pydata.org/pandas-docs/stable/user_guide/dsintro.html;Intro to data structures;Pandas Development Team;Undated;We’ll start with a quick, non-comprehensive overview of the fundamental data structures in pandas to get you started. The fundamental behavior about data types, indexing, and axis labeling / alignment apply across all of the objects.;"python;guide";https://pandas.pydata.org;website;png;https://pandas.pydata.org/pandas-docs/stable/_static/pandas.svg;NA;NA;No;;guide;;;;;;python;;technology;"guide;technology;python";2
L02014;https://mitsloan.mit.edu/ideas-made-to-matter/case-building-a-data-sharing-culture-your-company;The case for building a data-sharing culture in your company;Brian Eastwood;2021-09-09;Companies that succeed at data sharing get more value from analytics initiatives – and chief data officers who facilitate sharing play a more strategic business role.;"organization;process;advice;data-driven-enterprise";https://mitsloan.mit.edu;website;png;/img/article_images/img-l02014.png;NA;NA;No;;advice;;;data-driven-enterprise;organization#process;;;;;"advice;data-driven-enterprise;organization;process";3
L02015;https://netflixtechblog.com/scheduling-notebooks-348e6c14cfd6;Part 2: Scheduling Notebooks at Netflix;Matthew Seal, Kyle Kelley, Michelle Ufford;2018-08-22;At Netflix we’ve put substantial effort into adopting notebooks as an integrated development platform.;"method;deployment;python";https://netflixtechblog.com;website;rep;https://miro.medium.com/fit/c/40/40/0*7YlZXFlGYU9Sfclh.jpg;NA;NA;No;post;;;;;method#technique;deployment;python;;technology;"post;method;technique;technology;deployment;python";4
L02016;https://www.creativebloq.com/colour/colour-theory-11121290;Colour theory: A jargon-free designer's guide;Sam Hampton-Smith;2021-09-20;Everything you need to know about colour theory, from concepts to terminology.;"colour;guide";https://www.creativebloq.com;website;jpg;https://cdn.mos.cms.futurecdn.net/UGv4fu4EQgUwuf2biaE6sH-320-80.jpg;NA;NA;No;;guide;;;;;colour;;;;"guide;colour";2
L02019;https://blog.revolutionanalytics.com/2021/09/using-microsoft365r-with-shiny.html;Using Microsoft365R with Shiny;Hong Ooi;2021-09-27;We describe how to incorporate Microsoft365R and interactive authentication with Azure Active Directory (AAD) into a Shiny web app.;rstats;https://blog.revolutionanalytics.com;website;png;/img/article_images/img-l02019.png;NA;NA;No;post#package;how-to;;;;;;rstats#azure;;technology;"post;package;how-to;technology;rstats;azure";3
L02020;https://www.cedricscherer.com/2019/08/05/a-ggplot2-tutorial-for-beautiful-plotting-in-r/;A ggplot2 Tutorial for Beautiful Plotting in R;Cedric Scherer;2022-03-24;Back in 2016, I had to prepare my PhD introductory talk and I started using {ggplot2} to visualize my data. I never liked the syntax and style of base plots in R, so I was quickly in love with ggplot.;"data-viz;rstats;ggplot;tutorial;tool";https://www.cedricscherer.com;website;png;https://d33wubrfki0l68.cloudfront.net/fee1aac66736145c97a8e42c33199c4851b7fb95/fe254/post/2019-08-05_ggplot2-tutorial_files/figure-html/ggrepel-filled-1.png;NA;NA;No;;tutorial;;;data-viz;tool;;rstats#ggplot;;technology;"tutorial;data-viz;tool;technology;rstats;ggplot";4
L02021;https://cloudblogs.microsoft.com/sqlserver/2021/06/30/looking-to-the-future-for-r-in-azure-sql-and-sql-server/;Looking to the future for R in Azure SQL and SQL Server;James Rowland-Jones;2021-06-30;Data science, machine learning, and analytics have re-defined how we look at the world. The R community plays a vital role in that transformation and the R language continues to be the de-facto choice for statistical computing, data analysis, and many machine learning scenarios.;"rstats;tool";https://cloudblogs.microsoft.com;website;jpg;https://cloudblogs.microsoft.com/sqlserver/wp-content/uploads/sites/32/2021/06/James-Rowland-Jones-150x150.jpg;NA;NA;No;post;;;;;tool#roadmap;;rstats#sql#azure;;technology;"post;tool;roadmap;technology;rstats;sql;azure";3
L02022;https://machinelearningmastery.com/time-series-forecast-uncertainty-using-confidence-intervals-python/;Understand Time Series Forecast Uncertainty Using Prediction Intervals with Python;Jason Brownlee;2017-02-10;Time series forecast models can both make predictions and provide a prediction interval for those predictions. Prediction intervals provide an upper and lower expectation for the real observation.;"forecasting;ml;rstats;tutorial";https://machinelearningmastery.com;website;jpg;https://machinelearningmastery.com/wp-content/uploads/2016/12/Time-Series-Forecasting-as-Supervised-Learning-150x150.jpg;NA;NA;No;;tutorial;;;;;forecasting#ml;rstats;;technology;"tutorial;technology;forecasting;ml;rstats";3
L02024;https://marp.app/blog;Marp lets you create HTML slides from markdown (like this!).;Yuki Hattori;2022-05-28;Marp CLI v2 has supported brand-new page transitions for a bespoke HTML template as experimental.;"post;development;tool";https://marp.app;website;rep;https://marp.app/blog/og-images/202205-ecosystem-update.jpg;NA;NA;No;post;;;;;tool;development;;;;"post;tool;development";3
L02027;https://hi.stamen.com/some-thoughts-on-multivariate-maps-ffe364342415;Some Thoughts on Multivariate Maps;Curran Kelleher;2021-03-23;Showing multiple variables on a map is an age old challenge in data visualization and cartography. Here we review this design space.;"geospatial;method;concept";https://hi.stamen.com;website;png;https://stamen.com/medium-images/0*imRhA9VwFh2HDeRy.png;NA;NA;No;post;perspective;;;;method#concept;geospatial;;;;"post;perspective;method;concept;geospatial";4
L02028;https://thebreakthrough.org/issues/energy/absolute-decoupling-of-economic-growth-and-emissions-in-32-countries;Absolute Decoupling of Economic Growth and Emissions in 32 Countries;Zeke Hausfather;2021-04-06;The past 30 years have seen immense progress in improving the quality of life for much of humanity. Extreme poverty — the number of people living on less than $1.90 per day — has fallen by nearly two-thirds, from 1.9 billion to around 650 million. Life expectancy has risen in most of the world, along with literacy and access to education, while infant mortality has fallen.;"data-viz;example;news";https://thebreakthrough.org;website;rep;https://thebreakthrough.org/people/zeke-hausfather;NA;NA;No;;news;example;;data-viz;;;;;;"news;example;data-viz";3
L02031;https://hai.stanford.edu/news/how-bodies-get-smarts-simulating-evolution-embodied-intelligence;How Bodies Get Smarts: Simulating the Evolution of Embodied Intelligence;Katharine Miller;2021-10-06;An in silico playground for creatures that learn, mutate, and evolve establishes the importance of morphological intelligence and suggests a new way to optimize embodied AIs.;technology;https://hai.stanford.edu;website;png;https://hai.stanford.edu/sites/default/files/styles/media/public/2021-10/unimal%20running.png?itok=fdxHP4DT;NA;NA;No;post;;overview;;;technology#concept;;;;;"post;overview;technology;concept";3
L02033;https://prodata.ie/2021/10/23/shrinking-azure-repos-bloat-due-to-powerbi/;Shrinking Azure Repos Bloat due to PowerBI;Bob Duffy;2021-10-23;The world of source control for PowerBI is kinda in conflict. If you have put Power BI files into GIT in and Azure Repos, then over time with a lot of changes the repos will become very large and bloated as GIT keeps the history of all changes. Here are the 9 steps to compress the Azure repos if this does get out of control. ;"analytics;pitfall;methodology";https://prodata.ie;website;png;https://i0.wp.com/prodata.ie/wp-content/uploads/2020/12/Prodata-Logo-for-website-no-background.png?fit=240%2C80&ssl=1;NA;NA;No;;how-to#recommendation;;;pitfall;methodology;analytics;;;;"how-to;recommendation;pitfall;methodology;analytics";4
L02035;https://clauswilke.com/dataviz/index.html;Fundamentals of Data Visualization;Claus O. Wilke;2019-04-30;This is the website for the book “Fundamentals of Data Visualization,” published by O’Reilly Media, Inc. The website contains the complete author manuscript before final copy-editing and other quality control.;"book;data-viz";https://clauswilke.com;website;png;https://clauswilke.com/dataviz/cover.png;NA;NA;No;book;;;;data-viz;;;;;;"book;data-viz";2
L02036;https://visualthinking.psych.northwestern.edu/projects/DeclutterFocus/;Visual Thinking Lab: Declutter and Focus: Empirically Evaluating Design Guidelines for Effective Data Communication;Kiran Ajani, Elsie Lee, Cindy Xiong, Cole Nussbaumer Knaflic, William Kemper, Steven Franconeri;Undated;We study visual thinking: how it works, and how education + design can make it work better.;"data-viz;research";https://visualthinking.psych.northwestern.edu;website;png;https://visualthinking.psych.northwestern.edu/images/_banner.svg;NA;NA;No;;research;;;data-viz;;;;;;"research;data-viz";2
L02037;https://www.tensorflow.org/addons/api_docs/python/tfa/optimizers/MultiOptimizer;tfa.optimizers.MultiOptimizer;Google;2022-06-03; Multi Optimizer Wrapper for Discriminative Layer Training. Creates a wrapper around a set of instantiated optimizer layer pairs. Generally useful for transfer learning of deep networks. ;"ml;tool";https://www.tensorflow.org;website;png;https://www.gstatic.com/devrel-devsite/prod/v2b5bf1e5ee8024729fd84fa886683128e430eb1b3bb22f0cfc7a808f093a3934/tensorflow/images/lockup.svg;NA;NA;No;;docs;;;;tool;ml;;;;"docs;tool;ml";3
L02038;https://data.europa.eu/en/academy/data-visualisation;Introducing data visualisation;Multiple authors;Undated;Do you want to learn how to design state-of-the art data visualisations? This course is for you! Our webinars and reading materials showcase how you can use data to create inspiring and practical visualisations, and how it can be used to tell a story and take your audience on a journey. ;"data-viz;course;video";https://data.europa.eu;website;png;https://data.europa.eu/sites/default/files/course/EU%20data%20viz.png;NA;NA;No;course#video;;;;data-viz;;;;;;"course;video;data-viz";2
L02042;https://somethingaboutmaps.wordpress.com/2017/11/16/creating-shaded-relief-in-blender/;Creating Shaded Relief in Blender;Daniel Huffman;2022-01-13;Welcome! This is the long-awaited text version of my Blender relief tutorial, following on the video series I did a few years back. If you’ve already seen the videos and are returning for a refresher, note that I use a somewhat different method now, so don’t be surprised if you encounter unfamiliar settings.;"geospatial;3d;tutorial";https://somethingaboutmaps.wordpress.com;website;png;https://somethingaboutmaps.files.wordpress.com/2017/11/blended.jpg?w=900;NA;NA;No;;tutorial;;;;;geospatial#3d;;;;"tutorial;geospatial;3d";2
L02043;https://blog.datawrapper.de/data-vis-dispatch-june-22-2021/;Data Vis Dispatch, June 22;Rose Mintzer-Sweeney, Lisa Charlotte Muth;2021-06-22;The best of last week’s big and small data visualizations. Welcome to the very first edition of the Data Vis Dispatch! Starting today, we will publish a collection of the best small and large data visualizations (that we find) every week, especially — but not exclusively — from news organizations.;"data-viz;example;inspiration";https://blog.datawrapper.de;website;jpg;https://blog.datawrapper.de/wp-content/uploads/2021/06/E4al_vgWQA48oLq-1-1024x944.jpg;NA;NA;No;post;;example;;data-viz#inspiration;;;;;;"post;example;data-viz;inspiration";3
L02044;https://nightingaledvs.com/noisy-cities-behind-the-scenes-with-karim-douieb/;Noisy Cities: Behind the Scenes with Karim Douïeb;Claire Santoro;2022;Karim Douïeb is a Brussels-based data scientist and co-founder of Jetpack.ai. He is also the creator of an unexpectedly-viral U.S. election map that he spoke about at Outlier 2021. He spoke with Claire Santoro from Nightingale about his recent visualization, Noisy Cities, which was also featured in the Washington Post’s How To Read This Chart newsletter.;"data-viz;inspiration;example;interview";https://nightingaledvs.com;website;png;https://i0.wp.com/nightingaledvs.com/wp-content/uploads/2021/12/patrick-tomasso-Oaqk7qqNh_c-unsplash_small-scaled.jpg?fit=450%2C300&ssl=1;NA;NA;No;interview;;example;;data-viz#inspiration;;;;;;"interview;example;data-viz;inspiration";3
L02046;http://www.icodeguru.com/webserver/Python-Programming-on-Win32/ch05.htm;Introduction to COM;Mark Hammond, Andy Robinson;2000-01;In this chapter, we provide an introduction to using the Microsoft Component Object Model (COM) from Python. We will present enough introductory material so you can understand the key concepts and some simple examples that use Python and COM. ;development;http://www.icodeguru.com;website;rep;/img/images/geometric-pattern-06.jpg;NA;NA;No;article;;explainer;;;;development;python;;technology;"article;explainer;technology;development;python";4
L02047;https://vimeo.com/571217327;London Under The Microscope;Valentina D'Efilippo;2021;The Covid-19 pandemic has brought unprecedented challenges both for people and society. As the world is reshaped by the coronavirus, this project attempts to document through the lense of data art the change, and loss, that London and its inhabitants have experienced – from 1st March 2020 until 28th February 2021. ;"data-viz;example;inspiration";https://vimeo.com;website;png;/img/article_images/img-l02047.png;NA;NA;No;video;;example;;data-viz#inspiration;;;;;;"video;example;data-viz;inspiration";3
L02050;https://twitter.com/Doxyaxone/status/1457246395409260552/photo/1;All about Artificial intelligence.;ǝuoxɐʎxoᗡ;2021-11-07;Some kind of cheatsheet? Seems useless.  https://t.co/FC3pbSV26C;"ml;dubious";https://twitter.com;twitter;rep;/img/images/geometric-pattern-06.jpg;http://pbs.twimg.com/profile_images/1488508314329796614/kvKb8fev_normal.jpg;NA;No;;visual;;dubious;;;ml;;;;"visual;dubious;ml";3
